festival_wikidata_id,festival_name,festival_type,destination_wikidata_id,destination_name,start_date,end_date,inception
Q2083986,Pflasterspektakel,recurring event,Q40,Austria,,,1987-01-01T00:00:00Z
Q60021471,Digitale Bibliothek,recurring event,Q40,Austria,,,2010-01-01T00:00:00Z
Q136485557,HR Lovers Afterwork,recurring event,Q1492,Barcelona,,,2022-01-01T00:00:00Z
Q6554944,Linucon,recurring event,Q16559,Austin,,,2004-01-01T00:00:00Z
Q112615470,ANZAPA Con,recurring event,Q408,Australia,,,1978-01-01T00:00:00Z
Q111967092,"ACT ON 2007, Basel",festival,Q78,Basel,,,2003-01-01T00:00:00Z
Q112190997,Performance Index,festival,Q78,Basel,,,1995-01-01T00:00:00Z
Q112174574,Legs Performance Festival 2017,festival,Q78,Basel,,,
Q1686168,Kürbisfest im Retzer Land,recurring event,Q40,Austria,,,1993-01-01T00:00:00Z
Q118391355,Q118391355,festival,Q40,Austria,,,
Q139917416,Q139917416,festival,Q1492,Barcelona,,,2015-01-01T00:00:00Z
Q5944895,LOOP Barcelona,festival,Q1492,Barcelona,2003-01-01T00:00:00Z,,
Q57550636,Q57550636,festival,Q40,Austria,,,2011-01-01T00:00:00Z
Q124808382,South by Southwest 1988,festival occurrence,Q16559,Austin,,,
Q2206144,Roboexotica,recurring event,Q40,Austria,,,1999-01-01T00:00:00Z
Q124808383,South by Southwest 1989,festival occurrence,Q16559,Austin,,,
Q124808381,South by Southwest 1987,festival occurrence,Q16559,Austin,,,
Q5055276,Caxton Street Seafood and Wine Festival,recurring event,Q408,Australia,,,1994-01-01T00:00:00Z
Q19879182,Soulfest festival,festival,Q408,Australia,,,
Q7739376,The Henry Lawson Festival,festival,Q408,Australia,,,1958-01-01T00:00:00Z
Q4824785,Australian Venture,recurring event,Q408,Australia,1965-01-01T00:00:00Z,,
Q5519829,Game Connect,recurring event,Q408,Australia,,,
Q24190412,Maroochy Music And Visual Arts Festival,festival,Q408,Australia,,,
Q17013864,Midsumma Festival,recurring event,Q408,Australia,,,1989-01-01T00:00:00Z
Q7566121,South Australian Living Artists Festival,recurring event,Q408,Australia,,,
Q4785217,Arcanacon,recurring event,Q408,Australia,,,1983-01-01T00:00:00Z
Q5582563,Good Food & Wine Show,recurring event,Q408,Australia,,,2001-01-01T00:00:00Z
Q20807647,Goulburn to Sydney Classic,recurring event,Q408,Australia,,,1902-01-01T00:00:00Z
Q6718064,MS Fest,recurring event,Q408,Australia,,,2006-01-01T00:00:00Z
Q6811770,Melbourne Fashion Festival,recurring event,Q408,Australia,1996-01-01T00:00:00Z,,1996-01-01T00:00:00Z
Q5625142,Gympie Muster,recurring event,Q408,Australia,,,1982-01-01T00:00:00Z
Q48803069,Beef Australia,recurring event,Q408,Australia,,,
Q7361085,Rollercoaster,recurring event,Q408,Australia,,,2005-01-01T00:00:00Z
Q6979473,National Young Writers' Festival,festival,Q408,Australia,,,1998-01-01T00:00:00Z
Q48723635,Hillsong Conference,recurring event,Q408,Australia,,,
Q19903813,World of Commodore,recurring event,Q408,Australia,,,1983-01-01T00:00:00Z
Q7660053,Sydney New Year's Eve,recurring event,Q408,Australia,1976-01-01T00:00:00Z,,1996-01-01T00:00:00Z
Q6749509,Manifest,recurring event,Q408,Australia,2000-01-01T00:00:00Z,,2000-01-01T00:00:00Z
Q7373583,Royal Adelaide Show,recurring event,Q408,Australia,,,1840-01-01T00:00:00Z
Q4681688,Adelaide Christmas Pageant,recurring event,Q408,Australia,,,
Q107637051,Toowoomba Carnival of Flowers,recurring event,Q408,Australia,,,1949-09-01T00:00:00Z
Q23073782,Oz Comic Con,recurring event,Q408,Australia,2012-01-01T00:00:00Z,,2012-01-01T00:00:00Z
Q5058971,census in Australia,recurring event,Q408,Australia,,,
Q24886945,Madman Anime Festival,recurring event,Q408,Australia,2016-01-01T00:00:00Z,,2016-01-01T00:00:00Z
Q18390549,Mercedes-Benz Fashion Festival Sydney 2014,festival occurrence,Q408,Australia,,,
Q4733886,Almond Blossom Festival,festival,Q408,Australia,,,1969-01-01T00:00:00Z
Q4968569,Brisbane Festival,recurring event,Q408,Australia,,,1996-01-01T00:00:00Z
Q4887083,Bendigo Easter Festival,festival,Q408,Australia,,,1871-01-01T00:00:00Z
Q4851456,Ballarat Begonia Festival,festival,Q408,Australia,,,1953-01-01T00:00:00Z
Q7096650,Opera in The Domain,festival,Q408,Australia,,,
Q28134942,OzAsia Festival,recurring event,Q408,Australia,,,2007-01-01T00:00:00Z
Q4795617,Around the Bay in a Day,recurring event,Q408,Australia,,,1993-01-01T00:00:00Z
Q96622031,Wiki Loves Folklore,recurring event,Q227,Azerbaijan,,,
Q16891412,Fringe World,festival,Q408,Australia,,,2012-01-01T00:00:00Z
Q1652194,Day of National Solidarity of Azerbaijanis,recurring event,Q227,Azerbaijan,,,1992-01-01T00:00:00Z
Q5944596,Hunter Valley Steamfest,recurring event,Q408,Australia,,,1986-04-20T00:00:00Z
Q7502011,Short and Sweet,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q4824816,Australian Wooden Boat Festival,festival,Q408,Australia,,,1994-01-01T00:00:00Z
Q5600122,Great Victorian Bike Ride,recurring event,Q408,Australia,1984-01-01T00:00:00Z,,1984-01-01T00:00:00Z
Q57804576,Castlemaine State Festival,festival,Q408,Australia,,,1976-01-01T00:00:00Z
Q2850027,Animania,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q17014244,Moondyne Festival,recurring event,Q408,Australia,,,
Q5610366,Groovin' the Moo,recurring event,Q408,Australia,,,2005-01-01T00:00:00Z
Q135041629,Baku Piano Festival 2025,festival occurrence,Q227,Azerbaijan,2025-06-14T00:00:00Z,2025-06-28T00:00:00Z,
Q16970846,Melbourne Marathon Festival,festival,Q408,Australia,,,1978-01-01T00:00:00Z
Q17985794,Beaufort Street Festival,recurring event,Q408,Australia,,,
Q4824401,Australian Made,recurring event,Q408,Australia,,,1986-01-01T00:00:00Z
Q19872904,Dirt n Dust Festival,recurring event,Q408,Australia,,,1995-01-01T00:00:00Z
Q4075920,Mstislav Rostropovich Baku International Festival,festival,Q227,Azerbaijan,,,
Q106314769,Milli Dalğa Award,recurring event,Q227,Azerbaijan,,,2012-01-01T00:00:00Z
Q4655038,Q4655038,festival,Q408,Australia,2002-01-01T00:00:00Z,,2002-01-01T00:00:00Z
Q937516,Kangaroo Hoppet,recurring event,Q408,Australia,,,1979-01-01T00:00:00Z
Q7243085,Primary Schools Music Festival,festival,Q408,Australia,,,
Q4824330,Australian International Airshow,recurring event,Q408,Australia,,,1988-01-01T00:00:00Z
Q5154710,Community Cup,recurring event,Q408,Australia,1997-01-01T00:00:00Z,,1997-01-01T00:00:00Z
Q19874514,Huon Show,recurring event,Q408,Australia,,,
Q127400073,Q127400073,festival,Q40,Austria,,,1923-01-01T00:00:00Z
Q3478312,Australian Fashion Week,recurring event,Q408,Australia,1996-01-01T00:00:00Z,,1996-01-01T00:00:00Z
Q7091312,On the Bright Side Festival,recurring event,Q408,Australia,,,2010-01-01T00:00:00Z
Q23641765,Darwin Festival,festival,Q408,Australia,,,
Q496020,Floriade,recurring event,Q408,Australia,,,1988-01-01T00:00:00Z
Q7158475,Peats Ridge Festival,festival,Q408,Australia,,,
Q7959875,Wai-Con,recurring event,Q408,Australia,,,2004-01-01T00:00:00Z
Q81610,Mr Gay World,recurring event,Q408,Australia,,,2009-01-01T00:00:00Z
Q85039642,Yoo-long Erah-ba-diahng 1795,ceremony,Q408,Australia,,,
Q28224213,MoreArt,recurring event,Q408,Australia,,,
Q130635735,Q130635735,festival,Q40,Austria,,,2015-01-01T00:00:00Z
Q4968603,Brisbane Pride Festival,recurring event,Q408,Australia,,,1990-01-01T00:00:00Z
Q4968595,Brisbane Open House,festival,Q408,Australia,,,2010-01-01T00:00:00Z
Q4824163,Australian Film Walk of Fame,recurring event,Q408,Australia,,,
Q5504503,Fright Nights,recurring event,Q408,Australia,,,2006-01-01T00:00:00Z
Q138391547,DAM/DAM,discothèque,Q40,Austria,,,
Q16917680,Gold coast art festival,festival,Q408,Australia,,,
Q4612095,2008 Tropfest finalists,festival occurrence,Q408,Australia,,,
Q106809542,Khari Bulbul Music Festival,festival,Q227,Azerbaijan,,,1989-05-01T00:00:00Z
Q6952824,NBL (Australia) All-Star Game,recurring event,Q408,Australia,1982-01-01T00:00:00Z,,1982-01-01T00:00:00Z
Q6969988,Nati Frinj,festival,Q408,Australia,,,
Q63343503,Tarnanthi,recurring event,Q408,Australia,,,
Q113414745,Vagif Poetry Days,festival,Q227,Azerbaijan,,,1982-01-01T00:00:00Z
Q6780879,Mary Valley Art Festival,recurring event,Q408,Australia,,,2000-01-01T00:00:00Z
Q135473016,Q135473016,festival,Q40,Austria,,,2005-01-01T00:00:00Z
Q17020380,Paniyiri Greek Festival,recurring event,Q408,Australia,,,1976-01-01T00:00:00Z
Q7994532,White Christmas,recurring event,Q408,Australia,,,2010-01-01T00:00:00Z
Q24997542,Secret Garden Festival,festival,Q408,Australia,,,
Q111431254,Negev Forum,recurring event,Q398,Bahrain,,,2022-03-28T00:00:00Z
Q4851469,Ballarat Heritage Weekend,recurring event,Q408,Australia,,,2006-01-01T00:00:00Z
Q133311168,Q133311168,festival,Q40,Austria,,,2018-01-01T00:00:00Z
Q4692171,Agfest,recurring event,Q408,Australia,,,1983-01-01T00:00:00Z
Q6907391,Moomba,festival,Q408,Australia,1955-01-01T00:00:00Z,,1955-03-01T00:00:00Z
Q5568412,Glendi,recurring event,Q408,Australia,,,2018-01-01T00:00:00Z
Q17014240,Australian Fitness & Health Expo,recurring event,Q408,Australia,1995-01-01T00:00:00Z,,1995-01-01T00:00:00Z
Q5306803,Dreamworld's 30th Birthday,recurring event,Q408,Australia,,,
Q617378,Worldcon,recurring event,Q408,Australia,,,1939-01-01T00:00:00Z
Q17015117,National Multicultural Festival,recurring event,Q408,Australia,1981-01-01T00:00:00Z,,1981-01-01T00:00:00Z
Q4823390,Austral Wheel Race,recurring event,Q408,Australia,,,1902-01-01T00:00:00Z
Q133852415,Baku Flames International Festival of Creativity and Effectiveness,festival,Q227,Azerbaijan,,,2025-01-01T00:00:00Z
Q5322603,EB Games Expo,recurring event,Q408,Australia,2011-01-01T00:00:00Z,,2011-01-01T00:00:00Z
Q66421540,National Yaylag Festival,festival,Q227,Azerbaijan,,,
Q5004306,Byron Bay Writers Festival,festival,Q408,Australia,,,1997-01-01T00:00:00Z
Q106246041,Yirramboi Festival,recurring event,Q408,Australia,,,
Q3533306,Tour of Coleraine,recurring event,Q408,Australia,,,
Q28224128,Melbourne International Games Week,recurring event,Q408,Australia,,,2015-01-01T00:00:00Z
Q1322124,Tour of Tasmania,recurring event,Q408,Australia,,,1930-01-01T00:00:00Z
Q7660044,Sydney Model Railway Exhibition,recurring event,Q408,Australia,1962-01-01T00:00:00Z,,1962-01-01T00:00:00Z
Q7728133,The Croc Festival,festival,Q408,Australia,,,1998-01-01T00:00:00Z
Q1711348,Goychay Pomegranate Festival,festival,Q227,Azerbaijan,,,2006-11-03T00:00:00Z
Q16119354,Q16119354,festival,Q398,Bahrain,,,
Q7017467,Newcastle Regional Show,recurring event,Q408,Australia,,,1902-01-01T00:00:00Z
Q6811812,Melbourne International Jazz Festival,recurring event,Q408,Australia,,,1998-01-01T00:00:00Z
Q55612039,Freeplay Independent Games Festival,festival,Q408,Australia,,,2004-01-01T00:00:00Z
Q5157907,ConFest,festival,Q408,Australia,,,1976-01-01T00:00:00Z
Q108581987,Isol-Aid,recurring event,Q408,Australia,,,2020-01-01T00:00:00Z
Q7767794,The Sydney Fringe,recurring event,Q408,Australia,,,
Q7170890,Perth Royal Show,recurring event,Q408,Australia,,,1834-11-07T00:00:00Z
Q23641720,Connect Expo,recurring event,Q408,Australia,2014-01-01T00:00:00Z,,2014-01-01T00:00:00Z
Q6657094,Live at the Zoo,recurring event,Q408,Australia,,,2008-01-01T00:00:00Z
Q6952272,NAIDOC Week,recurring event,Q408,Australia,,,
Q8055626,Yorke Peninsula Field Days,recurring event,Q408,Australia,,,
Q7537707,Skyfire,recurring event,Q408,Australia,,,1989-01-01T00:00:00Z
Q18207482,GovHack,recurring event,Q408,Australia,2009-01-01T00:00:00Z,,2009-01-01T00:00:00Z
Q6811774,Melbourne Food and Wine Festival,recurring event,Q408,Australia,,,1993-01-01T00:00:00Z
Q60776171,Good Things,recurring event,Q408,Australia,,,2018-01-01T00:00:00Z
Q7332549,Ride to Work Day,recurring event,Q408,Australia,1994-01-01T00:00:00Z,,1994-01-01T00:00:00Z
Q7432714,Schools Spectacular,recurring event,Q408,Australia,1984-01-01T00:00:00Z,,1984-01-01T00:00:00Z
Q7649604,Sustainable Living Festival,festival,Q408,Australia,,,1998-01-01T00:00:00Z
Q6811817,Melbourne Jazz Fringe Festival,recurring event,Q408,Australia,,,2005-01-01T00:00:00Z
Q4690907,AgQuip,recurring event,Q408,Australia,,,
Q7653412,Swancon,recurring event,Q408,Australia,,,1976-01-01T00:00:00Z
Q7021165,Next Wave Festival,festival,Q408,Australia,,,1984-01-01T00:00:00Z
Q7445477,See Change Festival,festival,Q408,Australia,,,
Q4868159,Bassinthedust,recurring event,Q408,Australia,,,2004-01-01T00:00:00Z
Q5596005,Granny Smith Festival,festival,Q408,Australia,,,
Q6811807,Melbourne International Animation Festival,recurring event,Q408,Australia,,,2001-01-01T00:00:00Z
Q1368654,Melbourne to Warrnambool Classic,recurring event,Q408,Australia,,,1895-01-01T00:00:00Z
Q52009089,AzeCON,recurring event,Q227,Azerbaijan,,,2014-01-01T00:00:00Z
Q138849470,Wiener Zukunftstage,festival,Q40,Austria,,,
Q19873102,EduTECH,recurring event,Q408,Australia,2011-01-01T00:00:00Z,,2011-01-01T00:00:00Z
Q3012492,Dally M Awards,recurring event,Q408,Australia,,,1979-01-01T00:00:00Z
Q105638526,Invasion Fest,recurring event,Q408,Australia,,,2012-01-01T00:00:00Z
Q6647854,Lithgow Ironfest,festival,Q408,Australia,,,2000-01-01T00:00:00Z
Q7967820,Wangaratta Festival of Jazz,recurring event,Q408,Australia,,,1990-01-01T00:00:00Z
Q55622727,Melburn Roobaix,recurring event,Q408,Australia,2005-01-01T00:00:00Z,,
Q130712668,Dudcon,recurring event,Q408,Australia,,,1992-01-01T00:00:00Z
Q116893705,Art Music Awards,recurring event,Q408,Australia,,,2010-01-01T00:00:00Z
Q116893714,Classical Music Awards for Best Composition by an Australian Composer,recurring event,Q408,Australia,,,
Q136353254,Inauguration of the Commonwealth 1901,ceremony,Q408,Australia,,,1901-01-01T00:00:00Z
Q136353190,New Year fireworks 2000,festival,Q408,Australia,,,
Q136362151,Great Inflatable Film Festival,festival,Q408,Australia,,,1996-01-01T00:00:00Z
Q130712630,Conjunction,recurring event,Q408,Australia,,,1989-01-01T00:00:00Z
Q134489695,International Museum Day Editathon,recurring event,Q902,Bangladesh,2024-01-01T00:00:00Z,,
Q136409501,Q136409501,festival,Q408,Australia,,,
Q130712804,Melbourne All-Club Mini-Cons,recurring event,Q408,Australia,,,
Q117599080,Australian Early Development Census,recurring event,Q408,Australia,,,2009-01-01T00:00:00Z
Q122860685,Wiki Loves Monuments In Bangladesh,recurring event,Q902,Bangladesh,,,
Q135497336,2025 Tasmanian government formation,recurring event,Q408,Australia,,,
Q17049884,Bizhu,festival,Q902,Bangladesh,,,
Q130712825,Nanocon,recurring event,Q408,Australia,,,1988-01-01T00:00:00Z
Q130712727,GenghisCon,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q10244,Diwali,festival,Q902,Bangladesh,,,
Q136409518,Q136409518,festival,Q408,Australia,,,
Q130712631,Conquest,recurring event,Q408,Australia,,,1982-01-01T00:00:00Z
Q24952301,CRACK International Art Camp,recurring event,Q902,Bangladesh,2007-12-23T00:00:00Z,,2007-01-01T00:00:00Z
Q130712803,Medtrek,recurring event,Q408,Australia,,,1982-01-01T00:00:00Z
Q139948809,Q139948809,festival,Q902,Bangladesh,,,
Q110234453,Outback Queensland Masters,recurring event,Q408,Australia,,,
Q96622031,Wiki Loves Folklore,recurring event,Q902,Bangladesh,,,
Q112612996,AICon,recurring event,Q408,Australia,,,2006-01-01T00:00:00Z
Q117443083,Q117443083,recurring event,Q902,Bangladesh,,,
Q137739285,Battle of the Tech Bands,recurring event,Q408,Australia,,,2022-01-01T00:00:00Z
Q16977968,Dhaka Lit Fest,recurring event,Q902,Bangladesh,2011-01-01T00:00:00Z,,2011-01-01T00:00:00Z
Q136505028,Breakfest,recurring event,Q408,Australia,,,2001-01-01T00:00:00Z
Q130712604,ConCave,recurring event,Q408,Australia,,,
Q136353273,Dawn Service,ceremony,Q408,Australia,,,1916-04-25T00:00:00Z
Q117749901,Behind the Lines,recurring event,Q408,Australia,,,2011-01-01T00:00:00Z
Q123111273,Traditional Melbourne Toy Run,recurring event,Q408,Australia,,,
Q130712730,Gynaecon,recurring event,Q408,Australia,,,
Q135116469,Q135116469,festival occurrence,Q902,Bangladesh,,,
Q136409571,Q136409571,festival,Q408,Australia,,,1972-01-01T00:00:00Z
Q130712626,Conflux,recurring event,Q408,Australia,,,2004-01-01T00:00:00Z
Q136362355,Oranje Fest,festival,Q408,Australia,,,1885-01-01T00:00:00Z
Q136409547,Q136409547,festival,Q408,Australia,,,
Q116893700,Classical Music Awards,recurring event,Q408,Australia,,,2005-01-01T00:00:00Z
Q130712815,Multiverse,recurring event,Q408,Australia,,,1995-01-01T00:00:00Z
Q5103471,Chobi Mela International Photography Festival,festival,Q902,Bangladesh,,,
Q17014106,Pohela Falgun,festival,Q902,Bangladesh,,,
Q136353266,Brookvale procession,ceremony,Q408,Australia,,,
Q108553597,Wiki Loves Monuments in Australia,recurring event,Q408,Australia,,,
Q123156556,Shimano Supercrit,recurring event,Q408,Australia,,,
Q117802240,Russell Taylor Oration,recurring event,Q408,Australia,,,2017-01-01T00:00:00Z
Q130712570,Aussie Gather,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q127797242,Rugby League Las Vegas,recurring event,Q408,Australia,,,
Q19891320,Dhaka International Trade Fair,recurring event,Q902,Bangladesh,1995-12-01T00:00:00Z,,1995-12-01T00:00:00Z
Q130712717,Force,recurring event,Q408,Australia,,,1995-01-01T00:00:00Z
Q112660157,Circulation,recurring event,Q408,Australia,,,1981-01-01T00:00:00Z
Q130712769,Kinkon,recurring event,Q408,Australia,,,1984-01-01T00:00:00Z
Q123159015,Broadford Bike Bonanza,recurring event,Q408,Australia,,,
Q136409523,Q136409523,festival,Q408,Australia,,,1956-01-01T00:00:00Z
Q430574,Krishna Janmashtami,festival,Q902,Bangladesh,,,
Q25588150,Sangrai,festival,Q902,Bangladesh,,,
Q137517290,Warbirds Downunder,recurring event,Q408,Australia,,,2011-01-01T00:00:00Z
Q136409479,Q136409479,festival,Q408,Australia,,,2000-01-01T00:00:00Z
Q136409474,Q136409474,festival,Q408,Australia,,,2005-01-01T00:00:00Z
Q132200592,Volume,recurring event,Q408,Australia,,,
Q16886667,Sohrai,festival,Q902,Bangladesh,,,
Q134792827,Cooly Rocks On,festival,Q408,Australia,,,
Q112623631,Borderlands,recurring event,Q408,Australia,,,2001-01-01T00:00:00Z
Q108417800,Wiki Loves Earth in Australia,recurring event,Q408,Australia,,,
Q130712868,OmegaCon,recurring event,Q408,Australia,,,
Q136409606,Q136409606,festival,Q408,Australia,,,1982-01-01T00:00:00Z
Q130712793,Manifest,recurring event,Q408,Australia,,,1999-01-01T00:00:00Z
Q130712555,AVCon,recurring event,Q408,Australia,,,
Q120653763,Australian Speedrun Marathon,recurring event,Q408,Australia,,,
Q130712852,Nullus Anxietas,recurring event,Q408,Australia,,,2007-01-01T00:00:00Z
Q105703284,Jatiya Pitha Utsab,festival,Q902,Bangladesh,,,
Q125661229,Railfest,festival,Q408,Australia,,,
Q130712643,Continuum,recurring event,Q408,Australia,,,2003-01-01T00:00:00Z
Q112612933,Advention,recurring event,Q408,Australia,,,1972-01-01T00:00:00Z
Q136409596,Q136409596,festival,Q408,Australia,,,
Q112617847,Basicon,recurring event,Q408,Australia,,,1995-01-01T00:00:00Z
Q130712693,Fandomedia,recurring event,Q408,Australia,,,2005-01-01T00:00:00Z
Q130712904,Q-Con,recurring event,Q408,Australia,,,1971-01-01T00:00:00Z
Q136404869,Q136404869,festival,Q408,Australia,,,1938-02-24T00:00:00Z
Q130688600,Hill Film Festival,festival,Q902,Bangladesh,,,2014-01-01T00:00:00Z
Q111944318,Rising,recurring event,Q408,Australia,2022-01-01T00:00:00Z,,2020-01-01T00:00:00Z
Q133971207,Nazirpur Battle Day,recurring event,Q902,Bangladesh,,,
Q136353321,Survival Festival Concert,festival,Q408,Australia,,,1992-01-01T00:00:00Z
Q130712671,Eastercon,recurring event,Q408,Australia,,,1972-01-01T00:00:00Z
Q136362417,Kultūras Dienas,festival,Q408,Australia,,,1951-01-01T00:00:00Z
Q136404874,Q136404874,festival,Q408,Australia,,,1979-01-01T00:00:00Z
Q130712646,Convergence,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q135489859,Keris Woomera,recurring event,Q408,Australia,,,2024-01-01T00:00:00Z
Q134980164,junior parkrun,recurring event,Q408,Australia,,,
Q116908266,Art Music Awards: Work of the Year: Orchestral,recurring event,Q408,Australia,,,2002-01-01T00:00:00Z
Q116279995,Event Corey Worthington's Party,party,Q408,Australia,,,
Q17065751,International Animation and Cartoon Festival,recurring event,Q902,Bangladesh,2013-01-01T00:00:00Z,,
